DeptTag,CourseNum,CourseName,PreReqs,reqsFilled,TermsOffered
,,,,,
ASTR,127,Topics in Modern Astrophysics,"Prerequisites: Astronomy 100, or 110, or Physics 131, 132, 141, 142, 143, 144 or 145","['QRE', 'WRC']",[]
,,,,,
PHYS,131,Introduction to Physics: Newtonian Mechanics & Lab,"Prerequisites: Mathematics 101 or 111, not open to students who have  completed Physics 142, 143, 144 or 145 at Carleton","['QRE', 'LAB']",['Fall 2019']
,,,,,
PHYS,142,Introduction to Physics: Matter and Interactions & Lab,"Prerequisites: Mathematics 120 or 121 (completion or concurrent  registration) Not open to students who have completed  Physics 131, 143, 144 or 145 at Carleton.","['QRE', 'LAB']",[]
,,,,,
PHYS,143,Physical Systems: Mechanics and Relativity & Lab,"Prerequisites: Previous completion or concurrent registration in Mathematics 120 or 121. Not open to students who have completed Physics 131, 132, 141, 142, 144, 145 or 151 at Carleton. ","['QRE', 'LAB']","['Winter 2020', 'Spring 2020']"
,,,,,
PHYS,144,Astrophysical Systems: Mechanics and Relativity & Lab,"Prerequisites: Previous completion or concurrent registration in Mathematics 120 or 121. Not open to students who have completed Physics 131, 132, 141, 142, 143, 145 or 151 at Carleton.","['QRE', 'LAB']",['Winter 2020']
,,,,,
PHYS,145,Mechanics and Waves & Lab,"Prerequisites: Mathematics 101 or 111. Not open to students who have  completed Physics 131, 132, 141, 142, 143, or 144 at  Carleton.","['QRE', 'LAB']",['Spring 2020']
,,,,,
PHYS,151,Introduction to Physics: Relativity and Particles & Lab,"Prerequisites: Mathematics 120 or 121 (completion or concurrent registration) and Physics 131, 132, 141 or 142 (completion or concurrent registration). Not open to students who have completed Physics 143 or 144 at Carleton. ","['QRE', 'LAB']",['Fall 2019']
,,,,,
PHYS,152,Introduction to Physics: Environmental Physics & Lab,"Prerequisites: Mathematics 111 (completion or concurrent registration) and Physics 131 (completion or concurrent registration), 132, 141, 142, 143, 144 or 145","['QRE', 'LAB']",['Fall 2019']
,,,,,
PHYS,165,"Introduction to Electricity, Magnetism, and Optics & Lab","Prerequisites: Physics 131, 132, 141, 142, 143, 144, or 145. Mathematics 120 or 121 suggested","['QRE', 'LAB']",['Winter 2020']
,,,,,
PHYS,210,Sustainable Energy Principles and Design,"Prerequisites: 6 credits of Physics, not Physics 100.  Physics 211 required winter term",['QRE'],[]
,,,,,
PHYS,211,Sustainable Energy Practice and Prospects (India),Prerequisites: Physics 210 term before,[],[]
,,,,,
PHYS,228,Atomic and Nuclear Physics & Lab,"Prerequisites: Physics 143, 144 or 151","['QRE', 'LAB']",['Fall 2019']
,,,,,
PHYS,231,Analytical and Computational Mechanics,"Prerequisites: Physics 131, 132, 141, 142 or 144 and Mathematics 210 or 211 or instructor permission",['QRE'],['Winter 2020']
,,,,,
ASTR,232,Astrophysics I,"Prerequisites: Physics 228, 231 (229 and 230) or instructor permission",['QRE'],['Spring 2020']
,,,,,
PHYS,232,Astrophysics I,"Prerequisites: Physics 228, 231 (229 and 230)",['QRE'],['Spring 2020']
,,,,,
ASTR,233,Astrophysics II,"Prerequisites: Physics 228, 231 (229 & 230) or instructor permission",['QRE'],[]
,,,,,
PHYS,233,Astrophysics II,"Prerequisites: Physics 228, 231 (229 and 230)",['QRE'],[]
,,,,,
PHYS,234,Computer Simulations in Complex Physical Systems,"Prerequisites: Physics 131, 132, 141, 142, 143, or 144, or instructor permission",[],['Spring 2020']
,,,,,
PHYS,235,Electricity and Magnetism & Lab,"Prerequisites: Physics 143, 144, 151, 161, or 165, and Mathematics 210 or  211 or instructor permission",[],['Spring 2020']
,,,,,
PHYS,238,Physics of Soft Matter,"Prerequisites: Physics 131, 132, 141, 142, 143, 144 or 145","['QRE', 'LAB']",['Fall 2019']
,,,,,
PHYS,333,Survey of Particle and Nuclear Physics,Prerequisites: Physics 228 and Physics 235.  Math 232 recommended.,"['QRE', 'LAB']",['Winter 2020']
,,,,,
PHYS,335,Quantum Mechanics,"Prerequisites: Physics 228, 231 (or 229/230) and Mathematics 232.  Familiarity with matrix algebra is assumed",[],['Winter 2020']
,,,,,
PHYS,341,Waves,"Prerequisites: Physics 231 (229) and 235, and Mathematics 232",[],['Fall 2019']
,,,,,
PHYS,342,Contemporary Experimental Physics & Lab,Prerequisites: Physics 228 and 235 and (Physics 335 or Physic 346) or instructor permission,[],['Spring 2020']
,,,,,
PHYS,343,Electronics & Lab,Prerequisites: Physics 235,[],['Winter 2020']
,,,,,
PHYS,344,Classical and Quantum Optics,Prerequisites: Physics 235 and Mathematics 232,"['QRE', 'LAB']",[]
,,,,,
PHYS,345,Advanced Optics,Prerequisites: Physics 344 or permission of the instructor,"['QRE', 'LAB']",[]
,,,,,
PHYS,346,Thermodynamics and Statistical Mechanics,Prerequisites: Physics 228,[],['Fall 2019']
,,,,,
PHYS,347,General Relativity,Prerequisites: Physics 235 and either Physics 230 or Physic 231,"['QRE', 'LAB']",[]
,,,,,
PHYS,352,Advanced Electricity and Magnetism,"Prerequisites: Physics 235, Mathematics 341 strongly recommended",[],['Spring 2020']
,,,,,
PHYS,354,Solid State Physics,Prerequisites: Physics 335 or 346,[],[]
,,,,,
PHYS,355,Topics in Advanced Classical Mechanics,Prerequisites: Physics 231 (229 and 230),[],[]
,,,,,
ASTR,356,Special Project,Prerequisites: Instructor Permission,[],['Fall 2019']
,,,,,
PHYS,356,Special Project,None,['QRE'],['Fall 2019']
,,,,,
PHYS,400,Integrative Exercise,None,[],"['Winter 2020', 'Spring 2020']"
,,,,,
POSC,100,Governing with the News,None,"['QRE', 'A&I', 'WRC', 'IDS']",['Fall 2019']
,,,,,
POSC,120,Democracy and Dictatorship,None,"['WRC', 'SOC', 'INS']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
POSC,122,Politics in America: Liberty and Equality,None,"['QRE', 'IDS', 'SOC']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
POSC,160,Political Philosophy,None,"['WRC', 'HUM']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
POSC,170,International Relations and World Politics,None,"['QRE', 'SOC', 'INS']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
POSC,180,Global Politics & Local Communities,None,"['QRE', 'SOC']",[]
,,,,,
POSC,201,"Lobbyists, Wonks and Social Media: Public Policy Making in Democracy",Prerequisites: Sophomore Standing,"['IDS', 'SOC']",[]
,,,,,
POSC,202,"Parties, Interest Groups and Elections",None,"['IDS', 'SOC']",[]
,,,,,
POSC,203,Political Communication: Political Advertising in Elections and Public Policy,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
POSC,204,Media and Electoral Politics: 2018 United States Election,None,"['QRE', 'IDS', 'SOC']",[]
,,,,,
POSC,205,News Media and Democratic Electoral Processes,None,"['QRE', 'IDS', 'SOC']",['Fall 2019']
,,,,,
POSC,207,Global Decline of Democracy: Urban Revanchism and Popular Resistance,None,"['SOC', 'INS']",[]
,,,,,
POSC,208,"Presidential Elections, Gridlock and Policy Strategy",None,"['IDS', 'SOC']",[]
,,,,,
POSC,209,Money and Politics,None,"['QRE', 'IDS', 'SOC']",['Fall 2019']
,,,,,
POSC,210,"Misinformation, Political Rumors, and Conspiracy Theories",None,"['IDS', 'SOC']",['Spring 2020']
,,,,,
POSC,211,Environment and the Evolution of Rules: Designing Institutions to Solve Political Problems,None,['SOC'],[]
,,,,,
POSC,212,Environmental Justice,None,"['QRE', 'IDS', 'SOC']",['Winter 2020']
,,,,,
POSC,213,Psychology of Mass Political Behavior,None,"['QRE', 'WRC', 'IDS', 'SOC']",['Spring 2020']
,,,,,
POSC,214,Visual Representations of Political Thought and Action,None,"['QRE', 'LAA']",[]
,,,,,
POSC,215,Political Communications in Comparative Context,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
POSC,217,"Monuments, Museums & Meaning: How Politics Shapes Memory in Artifacts",None,"['IDS', 'SOC']",[]
,,,,,
POSC,218,"Schools, Scholarship and Policy in the United States",Prerequisites: Sophomore Standing,"['QRE', 'WRC', 'IDS', 'SOC']",[]
,,,,,
POSC,219,Poverty and Public Policy in the U.S.,None,"['IDS', 'SOC']",[]
,,,,,
POSC,220,Politics and Political History in Film,None,[],[]
,,,,,
POSC,221,Latin American Politics,None,[],['Spring 2020']
,,,,,
POSC,223,Lab in Electoral Politics,None,[],['Fall 2019']
,,,,,
POSC,224,Measuring and Evaluating Social and Ecological Systems,None,"['INS', 'LAA']",[]
,,,,,
POSC,225,"Global-Local Commons: Sustainability, Diversity & Self-Gov’t in Complex Social-Ecological Systems",None,"['SOC', 'INS']",[]
,,,,,
POSC,226,Political Psychology,None,"['QRE', 'IDS', 'SOC']",[]
,,,,,
POSC,230,Methods of Political Research,"Prerequisites: Mathematics 115, 215, 245, 275 or AP Statistics (score of 4 or 5)","['QRE', 'SOC', 'INS']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
POSC,231,American Foreign Policy,"Prerequisites: Political Science 122, AP American Government, or AP U.S. History is highly recommended","['QRE', 'SOC', 'INS']",['Spring 2020']
,,,,,
POSC,232,Chinese Foreign Policy,None,"['QRE', 'SOC']",['Spring 2020']
,,,,,
POSC,236,"Global, National and Human Security",None,"['QRE', 'WRC', 'SOC']",[]
,,,,,
POSC,237,Southeast Asian Politics,None,"['SOC', 'INS']",[]
,,,,,
POSC,238,Sport & Globalization London/Seville Pgm: Globalization and Development: Lessons from Int’l Football,None,"['SOC', 'INS']",['Winter 2020']
,,,,,
POSC,239,The Poor and the Powerless,None,"['SOC', 'INS']",['Winter 2020']
,,,,,
POSC,241,Ethnic Conflict,None,"['QRE', 'WRC', 'SOC', 'INS']",['Winter 2020']
,,,,,
POSC,242,Middle East Politics,None,[],['Winter 2020']
,,,,,
POSC,247,Comparative Nationalism,None,"['SOC', 'INS']",['Fall 2019']
,,,,,
POSC,248,Weapons of Mass Destruction (WMD),None,"['SOC', 'INS']",[]
,,,,,
POSC,250,Ancient Political Philosophy: Plato’s ,None,"['SOC', 'INS']",['Fall 2019']
,,,,,
POSC,251,Modern Political Philosophy: Liberalism and Its Critics,None,"['WRC', 'SOC', 'INS']",[]
,,,,,
POSC,254,"Freedom, Excellence, Happiness: Aristotle’s ",None,"['SOC', 'INS']",[]
,,,,,
POSC,255,Post-Modern Political Thought,None,"['SOC', 'INS']",['Fall 2019']
,,,,,
POSC,256,Nietzsche: Beyond Good and Evil,None,['HUM'],[]
,,,,,
POSC,258,Politics and Ambition,None,"['HUM', 'INS']",[]
,,,,,
POSC,259,Justice Among Nations,None,['HUM'],['Winter 2020']
,,,,,
POSC,260,The Political Philosophy of Jean-Jacques Rousseau,None,['HUM'],['Spring 2020']
,,,,,
POSC,261,"Power, Freedom, and Revolution",None,['HUM'],[]
,,,,,
POSC,264,Politics of Contemporary China,None,['HUM'],['Fall 2019']
,,,,,
POSC,265,Public Policy and Global Capitalism,"Prerequisites: Mathematics 215 strongly recommended, or instructor permission",[],['Winter 2020']
,,,,,
POSC,266,Urban Political Economy,None,[],[]
,,,,,
POSC,267,Comparative Foreign Policy,None,['SOC'],[]
,,,,,
POSC,268,Global Environmental Politics and Policy,None,['HUM'],[]
,,,,,
POSC,270,Political Philosophy and the Book of Genesis,None,"['HUM', 'INS']",['Winter 2020']
,,,,,
POSC,271,Constitutional Law I,None,"['SOC', 'INS']",[]
,,,,,
POSC,272,Constitutional Law II,None,['SOC'],['Fall 2019']
,,,,,
POSC,273,Race and Politics in the U.S.,None,"['IDS', 'SOC']",['Fall 2019']
,,,,,
POSC,275,"Black Radical Political Thought, 1919-1969",None,"['SOC', 'INS']",['Spring 2020']
,,,,,
POSC,276,Imagination in Politics,None,"['QRE', 'WRC', 'SOC', 'INS']",[]
,,,,,
POSC,278,Memory and Politics,None,['HUM'],[]
,,,,,
POSC,280,Feminist Security Studies,None,['SOC'],['Fall 2019']
,,,,,
POSC,281,Global Society: An Approach to World Politics,None,['SOC'],[]
,,,,,
POSC,282,Terrorism and Counterterrorism,None,"['IDS', 'SOC']",[]
,,,,,
POSC,283,Separatist Movements,None,"['WRC', 'IDS', 'SOC']",[]
,,,,,
POSC,284,War and Peace in Northern Ireland,None,"['HUM', 'INS']",[]
,,,,,
POSC,285,The U.S. Intelligence Community,None,"['HUM', 'INS']",[]
,,,,,
POSC,294,Central and Eastern European Politics Program: Perceptions of Otherness in Modern Eastern and Central Europe,None,"['WRC', 'SOC', 'INS']",[]
,,,,,
POSC,295,Central and Eastern European Politics Program: Nation-Building in Central and Eastern Europe between Politics and Art,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
POSC,296,Central and Eastern European Politics Program: Challenges to the Nation-State in Eastern and Central Europe: Immigrants and Minorities,None,"['SOC', 'INS']",[]
,,,,,
POSC,300,Political Research Experience,Prerequisites: Instructor Permission,"['QRE', 'SOC', 'INS']",['Fall 2019']
,,,,,
POSC,302,Subordinated Politics and Intergroup Relations*,None,"['SOC', 'INS']",['Spring 2020']
,,,,,
POSC,303,Political Communication: Political Advertising in Elections and Public Policy*,None,"['SOC', 'INS']",[]
,,,,,
POSC,305,News Media and Democratic Electoral Processes*,None,"['SOC', 'INS']",['Fall 2019']
,,,,,
POSC,307,Go Our Own Way: Autonomy in the U.S. Civil Rights Movement*,None,"['SOC', 'INS']",[]
,,,,,
POSC,313,Legal Issues in Higher Education,None,"['SOC', 'INS']",[]
,,,,,
POSC,314,Constitutional Convention 2020,"Prerequisites: Political Science 271, 272 or 313 or instructor permission",[],['Spring 2020']
,,,,,
POSC,315,"Polarization, Parties, and Power*",None,"['IDS', 'SOC']",['Winter 2020']
,,,,,
POSC,318,Advanced Topics Urban Policy*,"Prerequisites: Political Science 201, 207, 209, 218, or 266 or instructor permission",[],[]
,,,,,
POSC,320,Authoritarianism and Democratization in the Middle East*,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
POSC,322,Neoliberalism and the New Left in Latin America*,None,"['QRE', 'IDS', 'SOC']",[]
,,,,,
POSC,324,Rebels and Risk Takers: Women and War in the Middle East*,None,"['IDS', 'SOC']",['Spring 2020']
,,,,,
POSC,325,"Corruption, Clientelism, and Political Machines*",None,['SOC'],[]
,,,,,
POSC,328,Foreign Policy Analysis*,None,['SOC'],[]
,,,,,
POSC,330,The Complexity of Politics*,None,"['QRE', 'WRC', 'IDS', 'SOC']",[]
,,,,,
POSC,331,Cooperation and Conflict*,None,"['IDS', 'SOC']",['Winter 2020']
,,,,,
POSC,333,Global Social Changes and Sustainability*,None,"['SOC', 'INS']",[]
,,,,,
POSC,334,Global Public Health*,None,"['WRC', 'SOC', 'INS']",[]
,,,,,
POSC,336,Global Populist Politics*,None,"['SOC', 'INS']",['Fall 2019']
,,,,,
POSC,337,Political Economy of Happiness*,None,"['QRE', 'SOC', 'INS']",[]
,,,,,
POSC,338,Politics of Inequality and Poverty*,None,"['QRE', 'SOC']",[]
,,,,,
POSC,345,Politics of Dictatorship*,None,"['QRE', 'SOC']",['Winter 2020']
,,,,,
POSC,348,"Strangers, Foreigners and Exiles*",None,"['QRE', 'SOC', 'INS']",['Spring 2020']
,,,,,
POSC,349,Justice Among Nations,None,"['QRE', 'WRC', 'SOC', 'INS']",[]
,,,,,
POSC,350,Ancient Political Philosophy: Plato’s Republic*,None,"['QRE', 'SOC', 'INS']",['Fall 2019']
,,,,,
POSC,350,Political Philosophy and the Book of Genesis*,None,"['SOC', 'INS']",['Winter 2020']
,,,,,
POSC,350,The Political Philosophy of Jean-Jacques Rousseau*,None,"['QRE', 'WRC', 'SOC', 'INS']",['Spring 2020']
,,,,,
POSC,351,"Political Theory of Martin Luther King, Jr.",None,"['SOC', 'INS']",[]
,,,,,
POSC,352,Political Theory of Alexis de Tocqueville*,None,"['SOC', 'INS']",[]
,,,,,
POSC,354,"Freedom, Excellence, Happiness: Aristotle’s Ethics*",None,"['SOC', 'INS']",[]
,,,,,
POSC,355,"Identity, Culture and Rights*",None,['SOC'],[]
,,,,,
POSC,357,Politics and Ambition*,None,['HUM'],[]
,,,,,
POSC,358,Comparative Social Movements*,None,['HUM'],[]
,,,,,
POSC,359,Cosmopolitanism*,None,['HUM'],[]
,,,,,
POSC,361,Approaches to Development*,None,[],['Fall 2019']
,,,,,
POSC,366,Urban Political Economy*,None,"['IDS', 'SOC']",[]
,,,,,
POSC,371,Modern Political Philosophy: Liberalism and Its Critics*,None,[],[]
,,,,,
POSC,378,Political Economy & Ecology of Southeast Asia: Social Changes in Southeast Asia,None,"['WRC', 'IDS', 'HUM']",['Winter 2020']
,,,,,
POSC,379,Political Economy and Ecology of S.E. Asia: Diversity of Social Ecological Systems in Southeast Asia,None,['HUM'],['Winter 2020']
,,,,,
POSC,380,Political Economy of China and Zomia* ,None,"['WRC', 'SOC', 'INS']",[]
,,,,,
POSC,392,Political Economy & Ecology of Southeast Asia: Field Research Experiences and Methods,None,['HUM'],['Winter 2020']
,,,,,
POSC,400,Integrative Exercise,None,"['SOC', 'INS']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
PSYC,100,The Psychology of Creativity,None,"['A&I', 'WRC']",['Fall 2019']
,,,,,
PSYC,110,Principles of Psychology,None,['SOC'],"['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
PSYC,200,Measurement and Data Analysis in Psychology,Prerequisites: Psychology 110 or instructor consent; Requires concurrent registration in Psychology 201,"['FSR', 'QRE']",['Winter 2020']
,,,,,
PSYC,201,Measurement and Data Analysis Lab,Prerequisites: Psychology 110. Requires concurrent registration in Psychology 200,['QRE'],['Winter 2020']
,,,,,
PSYC,210,Psychology of Learning and Memory,Prerequisites: Psychology 110 or Neuroscience 127 or instructor permission,"['QRE', 'WRC', 'LAB']",['Winter 2020']
,,,,,
PSYC,211,Laboratory Research Methods in Learning and Memory,Prerequisites: Psychology 110 or Neuroscience 127 or instructor permission,"['QRE', 'WRC', 'LAB']",['Winter 2020']
,,,,,
PSYC,216,Behavioral Neuroscience,Prerequisites: Psychology 110,['LAB'],[]
,,,,,
PSYC,217,Laboratory Research Methods in Behavioral Neuroscience,Prerequisites: Psychology 110,['LAB'],[]
,,,,,
PSYC,218,"Hormones, Brain, and Behavior",Prerequisites: Psychology 110. Psychology 216 recommended or permission of the instructor,"['QRE', 'WRC']",['Spring 2020']
,,,,,
PSYC,220,Sensation and Perception,Prerequisites: Psychology 110 or instructor consent,['LAB'],['Spring 2020']
,,,,,
PSYC,221,Laboratory Research Methods in Sensation and Perception,None,"['QRE', 'WRC', 'LAB']",['Spring 2020']
,,,,,
PSYC,232,Cognitive Processes,"Prerequisites: Psychology 110, Cognitive Science 100, Cognitive Science 130 or permission of the instructor. A grade of C- or better must be earned in both PSYC/CGSC 232 and 233 to satisfy the LS requirement. Requires concurrent registration in Psychology 233.","['WRC', 'LAB']",['Fall 2019']
,,,,,
PSYC,233,Laboratory Research Methods in Cognitive Processes,"Prerequisites: Psychology 110, Cognitive Science 100, Cognitive Science 130 or instructor permission. Requires concurrent registration in Cognitive Science 232. A grade of C- or better must be earned in both to complete the Lab Science requirement",['LAB'],['Fall 2019']
,,,,,
PSYC,234,Psychology of Language,Prerequisites: Psychology 110,['LAB'],[]
,,,,,
PSYC,235,Psychology of Language Laboratory,Prerequisites: Psychology 110 ,"['QRE', 'LAB']",[]
,,,,,
PSYC,238,Memory Processes,Prerequisites: Psychology 110 ,['SOC'],['Fall 2019']
,,,,,
PSYC,239,Memory Processes Lab,Prerequisites: Psychology 110,"['QRE', 'LAB']",[]
,,,,,
PSYC,244,Positive Psychology,Prerequisites: Psychology 110,['SOC'],[]
,,,,,
PSYC,248,Cross-Cultural Psychology,Prerequisites: Psychology 110,"['SOC', 'INS']",['Fall 2019']
,,,,,
PSYC,250,Developmental Psychology,Prerequisites: Psychology 110 or instructor permission,"['WRC', 'SOC']",[]
,,,,,
PSYC,251,Lifespan Development,Prerequisites: Psychology 110 or equivalent,['SOC'],['Fall 2019']
,,,,,
PSYC,252,Personality,Prerequisites: Psychology 110 or consent of the instructor,[],[]
,,,,,
PSYC,253,Research Methods in Personality,Prerequisites: Psychology 110,"['QRE', 'LAB']",['Winter 2020']
,,,,,
PSYC,254,Psychopathology,Prerequisites: Psychology 110 or instructor permission.,['SOC'],['Winter 2020']
,,,,,
PSYC,256,Social Behavior and Interpersonal Processes,Prerequisites: Psychology 110,['LAB'],['Winter 2020']
,,,,,
PSYC,257,Laboratory Research Methods in Social Behavior and Interpersonal Processes,Prerequisites: Psychology 110,"['QRE', 'LAB']",['Winter 2020']
,,,,,
PSYC,258,Social Cognition,Prerequisites: Psychology 110 or permission of the instructor.,['LAB'],[]
,,,,,
PSYC,259,Laboratory Research Methods in Social Cognition,Prerequisites: Psychology 110 or instructor permission,"['QRE', 'LAB']",[]
,,,,,
PSYC,260,Health Psychology,Prerequisites: Psychology 110,"['QRE', 'LAB']",['Spring 2020']
,,,,,
PSYC,261,Health Psychology Lab,Prerequisites: Psychology 110 ,"['QRE', 'LAB']",['Spring 2020']
,,,,,
PSYC,263,Sleep and Dreaming,Prerequisites: Psychology 110,['SOC'],['Winter 2020']
,,,,,
PSYC,267,Clinical Neuroscience,Prerequisites: Psychology 110,[],['Fall 2019']
,,,,,
PSYC,300,Special Topics in Psychological Research,Prerequisites: Psychology 110 or instructor permission,[],['Fall 2019']
,,,,,
PSYC,318,Psychopharmacology,Prerequisites: Psychology 216 or instructor permission,['SOC'],['Winter 2020']
,,,,,
PSYC,354,Counseling Psychology,Prerequisites: Psychology 110 or instructor permission. Psychology 252 is recommended,['SOC'],['Fall 2019']
,,,,,
PSYC,358,Cross-Cultural Psychology Seminar in Prague: Psychopathology,Prerequisites: Acceptance in Cross-Cultural Studies in Praque program,"['SOC', 'INS']",[]
,,,,,
PSYC,362,Psychology of Spoken Words,"Prerequisites: Psychology 220, Psychology 232/Cognitive Science 232, Psychology 234, Psychology 238, Computer Science 322, any 200 level linguistics course, or permission of the instructor",[],[]
,,,,,
PSYC,365,Science and Pseudoscience in Psychology,Prerequisites: Psychology 110 or consent of the instructor.,['SOC'],['Spring 2020']
,,,,,
PSYC,366,Cognitive Neuroscience,Prerequisites: Psychology 110 or Biology 125 or Psychology 216 or Neuroscience 127 or permission of the instructor.,"['QRE', 'SOC']",[]
,,,,,
PSYC,367,Neuropsychology of Aging,Prerequisites: Neuroscience 127 or Psychology 216 and Psychology 110 or instructor permission,['SOC'],['Fall 2019']
,,,,,
PSYC,368,Hot Off the Bench: Advanced Study of Neuroscience Topics,Prerequisites: Psychology 216 and 217 and Neuroscience Minor or instructor permission,[],[]
,,,,,
PSYC,370,Behavioral Neuroimmunology,Prerequisites: Psychology 216 recommended or instructor permission,"['QRE', 'WRC']",[]
,,,,,
PSYC,371,Evolutionary and Developmental Trends in Cognition,Prerequisites: Psychology 110 or Biology 126 or Psychology 216 or instructor permission,"['QRE', 'SOC']",[]
,,,,,
PSYC,373,Topics in Professional Psychology,"Prerequisites: Psychology 110 or permission of the instructor, Psychology 254 or Psychology 354",['SOC'],['Spring 2020']
,,,,,
PSYC,374,Applying Cognitive Psychology to Education,Prerequisites: Psychology 110 required and a course in cognitive psychology is recommended,[],[]
,,,,,
PSYC,375,Language and Deception,"Prerequisites: Psychology 232, 234, or 236.","['QRE', 'SOC']",['Spring 2020']
,,,,,
PSYC,379,Child and Adolescent Psychiatry,Prerequisites: Psychology 110,[],[]
,,,,,
PSYC,382,Topics in Social and Personality: Endings,"Prerequisites: Psychology 252, 256, 258, or instructor permission",['SOC'],['Spring 2020']
,,,,,
PSYC,383,The Social Psychology of Gender: Playing by the “Gender” Rules,"Prerequisites: Psychology 110 required, Psychology 256 or 258 recommended","['QRE', 'WRC', 'SOC']",[]
,,,,,
PSYC,384,Psychology of Prejudice,Prerequisites: Psychology 110 or instructor permission. Psychology 256 or 258 recommended,"['IDS', 'SOC']",['Winter 2020']
,,,,,
PSYC,399,Capstone Seminar,Prerequisites: Several 200-level Psychology courses and senior Psychology major,[],['Fall 2019']
,,,,,
PSYC,400,Integrative Exercise,Prerequisites: Psychology 399,[],['Winter 2020']
,,,,,
RELG,100,American Pilgrimages,None,"['A&I', 'WRC', 'IDS']",['Fall 2019']
,,,,,
RELG,100,"Illness, Medicine, and Magic",None,"['A&I', 'WRC', 'INS']",['Fall 2019']
,,,,,
RELG,110,Understanding Religion,None,"['WRC', 'IDS', 'HUM']","['Fall 2019', 'Winter 2020', 'Spring 2020']"
,,,,,
RELG,120,Introduction to Judaism,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,121,Introduction to Christianity,None,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
RELG,122,Introduction to Islam,None,"['WRC', 'HUM', 'INS']",['Winter 2020']
,,,,,
RELG,130,Native American Religions,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,140,Religion and American Culture,None,"['WRC', 'IDS', 'HUM']",['Winter 2020']
,,,,,
RELG,150,Religions of India,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,152,Religions in Japanese Culture,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,153,Introduction to Buddhism,None,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
RELG,155,Hinduism: An Introduction,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,161,The Jewish Bible,None,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
RELG,162,"Jesus, the Bible, and Christian Beginnings",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,210,The Arts of Islam,None,"['WRC', 'HUM', 'INS']",['Fall 2019']
,,,,,
RELG,211,"Race and Religion: Slavery, Colonialism, and their Afterlives",None,"['WRC', 'HUM', 'INS']",['Winter 2020']
,,,,,
RELG,215,Muslim Misfits: Islam and the Question of Orthodoxy,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,220,Justice and Responsibility,None,"['WRC', 'HUM']",[]
,,,,,
RELG,221,Judaism and Gender,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,222,"Politics, Medicine, and the Self in Asian Religion",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,223,"Religion, Madness, and Modern Psychology",None,"['WRC', 'HUM']",[]
,,,,,
RELG,224,"Religion, Science, and the Modern Imagination",None,"['WRC', 'HUM']",[]
,,,,,
RELG,225,Losing My Religion,None,"['WRC', 'IDS', 'HUM']",['Fall 2019']
,,,,,
RELG,227,Liberation Theologies,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,228,Martyrdom,None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,229,Monks and Mystics,None,"['WRC', 'HUM']",[]
,,,,,
RELG,231,From Luther to Kierkegaard,None,"['WRC', 'HUM']",['Spring 2020']
,,,,,
RELG,232,Queer Religion,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,233,Gender and Power in the Catholic Church,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,234,"Angels, Demons, and Evil",None,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
RELG,235,"Power, Resistance, and Sacred Texts",None,"['WRC', 'HUM', 'INS']",[]
,,,,,
RELG,236,History of Antisemitism,None,"['WRC', 'IDS', 'HUM']",['Winter 2020']
,,,,,
RELG,237,"Yoga: Religion, History, Practice",None,"['WRC', 'HUM', 'INS']",['Winter 2020']
,,,,,
RELG,238,The Sacred Body,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,240,Investing in God: American Religion and Economic Life,None,"['WRC', 'IDS', 'HUM']",[]
,,,,,
RELG,241,Islam in Asia: Lived Traditions and Meaning-Making,None,"['WRC', 'HUM', 'INS']",['Spring 2020']
,,,,,
RELG,243,Native American Religious Freedom,None,"['IDS', 'HUM']",['Spring 2020']
,,,,,
