Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
MATH,211.0,Introduction to Multivariable Calculus,Winter 2020,FSR,4a,Kate Hake,[under construction]
MATH,215.01,Introduction to Statistics,Winter 2020,"FSR, QRE",1a,Tom Madsen,[under construction]
MATH,215.02,Introduction to Statistics,Winter 2020,"FSR, QRE",2a,Katie St. Clair,[under construction]
MATH,215.03,Introduction to Statistics,Winter 2020,"FSR, QRE",4a,Owen D Biesel,[under construction]
MATH,232.01,Linear Algebra,Winter 2020,FSR,2a,Michael P Cohen,[under construction]
MATH,232.02,Linear Algebra,Winter 2020,FSR,3a,Alex Barrios,[under construction]
MATH,236.0,Mathematical Structures,Winter 2020,FSR,4a,Rafe Jones,[under construction]
MATH,241.0,Ordinary Differential Equations,Winter 2020,FSR,4a,Rob Thompson,[under construction]
MATH,241.02,Ordinary Differential Equations,Winter 2020,FSR,3a,Rob Thompson,[under construction]
MATH,245.0,Applied Regression Analysis,Winter 2020,"FSR, QRE",5a,Laura M Chihara,[under construction]
MATH,265.0,Probability,Winter 2020,FSR,4a,Tom Madsen,[under construction]
MATH,275.0,Introduction to Statistical Inference,Winter 2020,"FSR, QRE",2a,Laura M Chihara,[under construction]
MATH,280.0,Statistical Consulting,Winter 2020,"FSR, QRE",2/3c,Adam  Loy,[under construction]
MATH,285.0,Introduction to Data Science,Winter 2020,"FSR, QRE",1a,Katie St. Clair,[under construction]
MATH,331.0,Real Analysis II,Winter 2020,FSR,3a,Gail S Nelson,[under construction]
MATH,333.0,Combinatorial Theory,Winter 2020,FSR,5a,Mark  Krusemeyer,[under construction]
MATH,342.0,Abstract Algebra I,Winter 2020,FSR,3a,Eric S Egge,[under construction]
MATH,354.0,Topology,Winter 2020,FSR,2a,Kate Hake,[under construction]
MATH,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Katie St. Clair,[under construction]
MATH,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Alex Barrios,[under construction]
MATH,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period,Michael P Cohen,[under construction]
MATH,400.04,Integrative Exercise,Winter 2020,,6a,Eric S Egge,[under construction]
MATH,400.05,Integrative Exercise,Winter 2020,,Unable to determine class period,Kate Hake,[under construction]
MATH,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period,Katie St. Clair,[under construction]
MATH,400.08,Integrative Exercise,Winter 2020,,Unable to determine class period,Rob Thompson,[under construction]
MATH,400.09,Integrative Exercise,Winter 2020,,Unable to determine class period,Deanna B Haunsperger,[under construction]
MATH,400.1,Integrative Exercise,Winter 2020,,Unable to determine class period,Owen D Biesel,[under construction]
MATH,400.11,Integrative Exercise,Winter 2020,,6a,Laura M Chihara,[under construction]
MATH,400.12,Integrative Exercise,Winter 2020,,Unable to determine class period,Rafe Jones,[under construction]
MATH,400.13,Integrative Exercise,Winter 2020,,Unable to determine class period,Mark  Krusemeyer,[under construction]
MATH,400.14,Integrative Exercise,Winter 2020,,Unable to determine class period,Tom Madsen,[under construction]
MATH,120.0,Calculus 2,Spring 2020,FSR,5a,,[under construction]
MATH,210.01,Calculus 3,Spring 2020,FSR,3a,Michael P Cohen,[under construction]
MATH,210.02,Calculus 3,Spring 2020,FSR,5a,Kate Hake,[under construction]
MATH,215.01,Introduction to Statistics,Spring 2020,"FSR, QRE",1a,Laura M Chihara,[under construction]
MATH,215.02,Introduction to Statistics,Spring 2020,"FSR, QRE",4a,Owen D Biesel,[under construction]
MATH,232.01,Linear Algebra,Spring 2020,FSR,4a,Gail S Nelson,[under construction]
MATH,232.02,Linear Algebra,Spring 2020,FSR,5a,Michael P Cohen,[under construction]
MATH,236.01,Mathematical Structures,Spring 2020,FSR,2a,Deanna B Haunsperger,[under construction]
MATH,236.02,Mathematical Structures,Spring 2020,FSR,3a,Mark  Krusemeyer,[under construction]
MATH,241.0,Ordinary Differential Equations,Spring 2020,FSR,3a,Kate Hake,[under construction]
MATH,244.0,Geometries,Spring 2020,FSR,4a,Deanna B Haunsperger,[under construction]
MATH,245.01,Applied Regression Analysis,Spring 2020,"FSR, QRE",5a,Tom Madsen,[under construction]
MATH,275.0,Introduction to Statistical Inference,Spring 2020,"FSR, QRE",2a,Katie St. Clair,[under construction]
MATH,280.0,Statistical Consulting,Spring 2020,"FSR, QRE",2/3c,Adam  Loy,[under construction]
MATH,285.0,Introduction to Data Science,Spring 2020,"FSR, QRE",1a,Adam  Loy,[under construction]
MATH,295.0,Seminar in Set Theory,Spring 2020,FSR,2a,Gail S Nelson,[under construction]
MATH,312.0,Elementary Theory of Numbers,Spring 2020,FSR,4a,Alex Barrios,[under construction]
MATH,321.0,Real Analysis I,Spring 2020,FSR,5a,Owen D Biesel,[under construction]
MATH,341.0,Partial Differential Equations,Spring 2020,FSR,3a,Rob Thompson,[under construction]
MATH,345.0,Advanced Statistical Modeling,Spring 2020,"FSR, QRE",3a,Laura M Chihara,[under construction]
MATH,352.0,Topics in Abstract Algebra,Spring 2020,FSR,2a,Rafe Jones,[under construction]
MATH,361.0,Complex Analysis,Spring 2020,FSR,5a,Caroline L Turnage-Butterbaugh,[under construction]
MATH,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period,Katie St. Clair,[under construction]
MATH,400.09,Integrative Exercise,Spring 2020,,Unable to determine class period,Deanna B Haunsperger,[under construction]
MATH,400.1,Integrative Exercise,Spring 2020,,Unable to determine class period,Owen D Biesel,[under construction]
MATH,400.11,Integrative Exercise,Spring 2020,,Unable to determine class period,Laura M Chihara,[under construction]
MATH,400.12,Integrative Exercise,Spring 2020,,Unable to determine class period,Rafe Jones,[under construction]
MATH,400.13,Integrative Exercise,Spring 2020,,Unable to determine class period,Mark  Krusemeyer,[under construction]
MATH,400.14,Integrative Exercise,Spring 2020,,Unable to determine class period,Tom Madsen,[under construction]
MEST,395.0,Middle East Studies Capstone,Spring 2020,,1a,Zaki A Haidar,[under construction]
MUSC,100.0,I Got Rhythm: The Science of Musical Time,Fall 2019,"A&I, WRC, QRE",2/3c,Justin M London,[under construction]
MUSC,103.0,Musicianship I,Fall 2019,ARP,5/6c,Matthew J Olson,[under construction]
MUSC,110.0,Theory I: The Materials of Music,Fall 2019,LAA,2a,Andrea  Mazzariello,[under construction]
MUSC,115.0,Listening to the Movies,Fall 2019,"LAA, WRC",2/3c,Ronald  Rodman,[under construction]
MUSC,136.0,History of Rock,Fall 2019,"LAA, WRC, IDS",3a,Andy Flory,[under construction]
MUSC,196.0,Jazz Workshop,Fall 2019,ARP,Unable to determine class period,Laura S Caviani,[under construction]
MUSC,221.0,Electronic Music Composition,Fall 2019,ARP,5a,Andrea  Mazzariello,[under construction]
MUSC,239.0,The Philosophy of Music,Fall 2019,"LAA, WRC",4/5c,Justin M London,[under construction]
MUSC,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,[under construction]
MUSC,400.01,Integrative Exercise,Fall 2019,,Unable to determine class period,Andrea  Mazzariello,[under construction]
MUSC,400.02,Integrative Exercise,Fall 2019,,Unable to determine class period,Melinda  Russell,[under construction]
MUSC,400.03,Integrative Exercise,Fall 2019,,Unable to determine class period,Gao Hong,[under construction]
MUSC,400.04,Integrative Exercise,Fall 2019,,Unable to determine class period,Ronald  Rodman,[under construction]
MUSC,150.0,Piano,Fall 2019,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano,Fall 2019,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano,Fall 2019,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano,Fall 2019,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,150.04,Piano,Fall 2019,ARP,Unable to determine class period,Marcia  Widman,[under construction]
MUSC,150.0,Piano (Juried),Fall 2019,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano (Juried),Fall 2019,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano (Juried),Fall 2019,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano (Juried),Fall 2019,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,104.0,Musicianship II,Winter 2020,ARP,5/6c,Matthew J Olson,[under construction]
MUSC,108.0,Introduction to Music Technology,Winter 2020,ARP,4a,Andrea  Mazzariello,[under construction]
MUSC,126.0,America's Music,Winter 2020,"WRC, LAA, IDS",2/3c,Andy Flory,[under construction]
MUSC,196.0,Jazz Workshop,Winter 2020,ARP,Unable to determine class period,Laura S Caviani,[under construction]
MUSC,204.0,Theory II: Musical Structures,Winter 2020,"LAA, WRC, QRE",1a,Justin M London,[under construction]
MUSC,218.0,Listening to Dance Music,Winter 2020,"LAA, WRC",2/3c,Caitlin R Schmid,[under construction]
MUSC,219.0,The Musical Avant-Garde,Winter 2020,"LAA, WRC",4/5c,Caitlin R Schmid,[under construction]
MUSC,247.01,1950s/60s American Folk Music Revival,Winter 2020,"ARP, WRC, IDS",3a,Melinda  Russell,[under construction]
MUSC,247.02,1950s/60s American Folk Music Revival,Winter 2020,"ARP, WRC, IDS",3a,Melinda  Russell,[under construction]
MUSC,342.0,Creative Music Performance Seminar,Winter 2020,ARP,5a,Nikki Melville,[under construction]
MUSC,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,,[under construction]
MUSC,150.0,Piano,Winter 2020,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano,Winter 2020,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano,Winter 2020,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano,Winter 2020,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,150.04,Piano,Winter 2020,ARP,Unable to determine class period,Marcia  Widman,[under construction]
MUSC,150.0,Piano (Juried),Winter 2020,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano (Juried),Winter 2020,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano (Juried),Winter 2020,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano (Juried),Winter 2020,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,150.04,Piano (Juried),Winter 2020,ARP,Unable to determine class period,Marcia  Widman,[under construction]
MUSC,101.0,Music Fundamentals,Spring 2020,ARP,5a,Matthew J Olson,[under construction]
MUSC,111.0,Smashing the Idols,Spring 2020,,Unable to determine class period,Caitlin R Schmid,[under construction]
MUSC,131.0,The Blues From the Delta to Chicago,Spring 2020,"LAA, IDS",5a,Justin M London,[under construction]
MUSC,196.0,Jazz Workshop,Spring 2020,ARP,2a,Laura S Caviani,[under construction]
MUSC,208.0,Computer Music and Sound,Spring 2020,ARP,2a,Andrea  Mazzariello,[under construction]
MUSC,217.0,Opera in the News,Spring 2020,"LAA, WRC",2a,Caitlin R Schmid,[under construction]
MUSC,223.0,Vocal Counterpoint,Spring 2020,ARP,5a,Andrea  Mazzariello,[under construction]
MUSC,248.0,Music of South Asia,Spring 2020,"ARP, INS",2a,Melinda  Russell,[under construction]
MUSC,337.0,Music in Social Movements,Spring 2020,"WRC, LAA, IDS",3a,Melinda  Russell,[under construction]
MUSC,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,,[under construction]
MUSC,150.0,Piano,Spring 2020,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano,Spring 2020,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano,Spring 2020,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano,Spring 2020,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,150.04,Piano,Spring 2020,ARP,Unable to determine class period,Marcia  Widman,[under construction]
MUSC,150.0,Piano (Juried),Spring 2020,,Unable to determine class period,"Staff', 'Nikki Melville",[under construction]
MUSC,150.01,Piano (Juried),Spring 2020,ARP,Unable to determine class period,Nikki Melville,[under construction]
MUSC,150.02,Piano (Juried),Spring 2020,ARP,Unable to determine class period,Loren B Fishman,[under construction]
MUSC,150.03,Piano (Juried),Spring 2020,ARP,Unable to determine class period,Matthew  McCright,[under construction]
MUSC,150.04,Piano (Juried),Spring 2020,ARP,Unable to determine class period,Marcia  Widman,[under construction]
MUSC,151.0,Voice,Spring 2020,,Unable to determine class period,"Staff', 'Rick A Penning",[under construction]
NEUR,127.52,Foundations in Neuroscience & Lab,Fall 2019,"LAB, QRE",3a,"Sarah H Meerts', 'Eric D Hoopfer",[under construction]
NEUR,127.53,Foundations in Neuroscience & Lab,Fall 2019,"LAB, QRE",3a,"Sarah H Meerts', 'Eric D Hoopfer",[under construction]
NEUR,238.0,Evolution of the Nervous System: Cells to Systems,Spring 2020,QRE,4a,Eric D Hoopfer,[under construction]
NEUR,239.01,Evolution of the Nervous System Lab,Spring 2020,,2/3c,Eric D Hoopfer,[under construction]
NEUR,239.02,Evolution of the Nervous System Lab,Spring 2020,,2a,Eric D Hoopfer,[under construction]
NEUR,395.0,Neuroscience Capstone Seminar,Spring 2020,,1/2c,Eric D Hoopfer,[under construction]
PHIL,100.0,"Science, Faith and Rationality",Fall 2019,"A&I, WRC",3a,Jason A Decker,[under construction]
PHIL,100.01,Family Values: The Ethics of Being a Family,Fall 2019,"A&I, WRC",2a,Daniel M Groll,[under construction]
PHIL,113.0,The Individual and the Political Community,Fall 2019,"HUM, INS, WRC",4a,Allison E Murphy,[under construction]
PHIL,122.0,Identity and Leadership,Fall 2019,"HUM, WRC, IDS",3a,"[""Eddie O'Byrn""]",[under construction]
PHIL,210.0,Logic,Fall 2019,FSR,5a,Jason A Decker,[under construction]
PHIL,251.0,"Evidence, Objectivity, and Realism in the Sciences",Fall 2019,"HUM, WRC",2/3c,Douglas B Marshall,[under construction]
PHIL,270.0,Ancient Philosophy,Fall 2019,"HUM, INS, WRC",2a,Allison E Murphy,[under construction]
PHIL,299.01,Ethics Bowl,Fall 2019,,5/6c,Daniel M Groll,[under construction]
PHIL,318.07,Buddhist Studies India Program: Buddhist Philosophy,Fall 2019,,Unable to determine class period,Arthur P McKeown,[under construction]
PHIL,398.0,Comps Proposal,Fall 2019,,Unable to determine class period,Daniel M Groll,[under construction]
PHIL,115.0,"Skepticism, God, and Ethical Dilemmas",Winter 2020,"HUM, WRC",5a,Douglas B Marshall,[under construction]
PHIL,210.0,Logic,Winter 2020,FSR,2a,Douglas B Marshall,[under construction]
PHIL,213.0,Ethics,Winter 2020,"HUM, WRC, INS",5/6c,Daniel M Groll,[under construction]
PHIL,226.0,Love and Friendship,Winter 2020,"HUM, WRC",4/5c,Allison E Murphy,[under construction]
PHIL,228.0,Freedom and Alienation in Black American Philosophy,Winter 2020,"HUM, WRC, IDS",3a,"[""Eddie O'Byrn""]",[under construction]
PHIL,289.0,"Death, Dinner, and Discussion",Winter 2020,,2/3c,Daniel M Groll,[under construction]
PHIL,399.0,Senior Thesis,Winter 2020,,2/3c,Jason A Decker,[under construction]
PHIL,113.0,The Individual and the Political Community,Spring 2020,"HUM, INS, WRC",2a,Allison E Murphy,[under construction]
PHIL,115.0,"Skepticism, God, and Ethical Dilemmas",Spring 2020,"HUM, WRC",5/6c,Douglas B Marshall,[under construction]
PHIL,217.0,Reason in Context: Limitations and Possibilities,Spring 2020,HUM,4a,Allison E Murphy,[under construction]
PHIL,222.0,Topics in Medical Ethics,Spring 2020,"HUM, WRC",5a,Daniel M Groll,[under construction]
PHIL,223.0,Philosophy of Language,Spring 2020,"HUM, WRC",3a,Jason A Decker,[under construction]
PHIL,272.0,Early Modern Philosophy,Spring 2020,"HUM, WRC, INS",2/3c,Douglas B Marshall,[under construction]
PHIL,305.0,"Frederick Douglass: The Philosophies of a Slave, Citizen, and Diplomat",Spring 2020,"HUM, IDS",4/5c,"[""Eddie O'Byrn""]",[under construction]
PHIL,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,Jason A Decker,[under construction]
PE,101.0,Aerobics,Fall 2019,PER,Unable to determine class period,Nancy  Stuckmayer,[under construction]
PE,102.0,"Aikido, Intermediate",Fall 2019,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,103.0,"Aikido, Beginning",Fall 2019,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,104.0,"Aikido, Advanced",Fall 2019,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,106.0,"Badminton, Intermediate",Fall 2019,PER,4a,Amy  Erickson,[under construction]
PE,107.0,Ballet I,Fall 2019,PER,2a,Jennifer  Bader,[under construction]
PE,108.0,Ballet II,Fall 2019,PER,3a,Jennifer  Bader,[under construction]
PE,110.0,Fundamentals of Baseball,Fall 2019,PER,Unable to determine class period,Aaron D Rushing,[under construction]
PE,115.0,Contemporary Dance Forms I,Fall 2019,PER,5a,Jane  Shockley,[under construction]
PE,121.0,"Fencing, Beginning",Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,125.0,Folk Dance,Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,130.0,Advanced Golf,Fall 2019,PER,Unable to determine class period,Guy A Kalland,[under construction]
PE,140.0,Introduction to Art & Science of Tai-Chi,Fall 2019,PER,4/5c,Ray Hayward,[under construction]
PE,142.0,Karate,Fall 2019,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,149.0,Modern Dance II,Fall 2019,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,150.0,Contact Improvisation,Fall 2019,PER,4a,Jane  Shockley,[under construction]
PE,151.0,Modern Dance III,Fall 2019,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,152.0,"Lindy Hop, Beginning",Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,154.0,Quidditch,Fall 2019,PER,6a,,[under construction]
PE,158.01,Rock Climbing,Fall 2019,PER,6a,"Staff', 'Amy  Erickson",[under construction]
PE,158.02,Rock Climbing,Fall 2019,PER,5a,"Staff', 'Amy  Erickson",[under construction]
PE,158.03,Rock Climbing,Fall 2019,PER,2a,"Staff', 'Amy  Erickson",[under construction]
PE,159.0,Scuba,Fall 2019,PER,Unable to determine class period,John E Campion,[under construction]
PE,161.0,Self Defense for Women,Fall 2019,PER,Unable to determine class period,Mary  Brandl,[under construction]
PE,167.01,Social Dance I,Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,168.0,Social Dance II,Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,171.0,Step Aerobics,Fall 2019,PER,Unable to determine class period,Russ Petricka,[under construction]
PE,172.0,"Swimming, Fitness",Fall 2019,PER,Unable to determine class period,Andy Clark,[under construction]
PE,173.0,"Swimming, Instructional",Fall 2019,PER,Unable to determine class period,Brooke M Plotz,[under construction]
PE,175.0,"West Coast Swing, Beginning",Fall 2019,PER,Unable to determine class period,Staff,[under construction]
PE,190.01,"Volleyball, Co-ed",Fall 2019,PER,4a,Jacki Smith,[under construction]
PE,190.02,"Volleyball, Co-ed-Intermediate",Fall 2019,PER,Unable to determine class period,Jacki Smith,[under construction]
PE,194.0,"Weight Training, Beginning",Fall 2019,PER,Unable to determine class period,Robert  Barrett,[under construction]
PE,195.0,Weight Training and Conditioning,Fall 2019,PER,Unable to determine class period,Aaron D Rushing,[under construction]
PE,197.0,"Yoga, Beginning",Fall 2019,PER,Unable to determine class period,Kris Layman,[under construction]
PE,198.0,"Yoga, Continuing",Fall 2019,PER,Unable to determine class period,Kris Layman,[under construction]
PE,217.0,"Cross Country Intercollegiate, Men",Fall 2019,PER,Unable to determine class period,Dave Ricks,[under construction]
PE,218.0,"Cross Country Intercollegiate, Women",Fall 2019,PER,Unable to determine class period,Donna  Ricks,[under construction]
PE,226.0,Football Intercollegiate,Fall 2019,,Unable to determine class period,Tom Journell,[under construction]
PE,229.0,"Golf Intercollegiate, Men",Fall 2019,,Unable to determine class period,Jerry Ericksen,[under construction]
PE,230.0,"Golf Intercollegiate, Women",Fall 2019,,Unable to determine class period,,[under construction]
PE,269.0,"Soccer Intercollegiate, Men",Fall 2019,,Unable to determine class period,Bob Carlson,[under construction]
PE,270.0,"Soccer Intercollegiate, Women",Fall 2019,,Unable to determine class period,Jocelyn B Keller,[under construction]
PE,291.0,"Volleyball Intercollegiate, Women",Fall 2019,,Unable to determine class period,Jacki Smith,[under construction]
PE,101.0,Aerobics,Winter 2020,PER,4/5c,Nancy  Stuckmayer,[under construction]
PE,102.0,"Aikido, Intermediate",Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,103.0,"Aikido, Beginning",Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,104.0,"Aikido, Advanced",Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,105.0,Beginning Badminton/Pickleball,Winter 2020,PER,Unable to determine class period,Amy  Erickson,[under construction]
PE,106.0,"Badminton, Intermediate",Winter 2020,PER,4a,Amy  Erickson,[under construction]
PE,107.0,Ballet I,Winter 2020,PER,2a,Jennifer  Bader,[under construction]
PE,108.0,Ballet II,Winter 2020,PER,3a,Jennifer  Bader,[under construction]
PE,111.0,"Basketball, Three on Three",Winter 2020,PER,Unable to determine class period,Guy A Kalland,[under construction]
PE,116.0,Contemporary Dance Forms II,Winter 2020,PER,5a,Jane  Shockley,[under construction]
PE,118.0,Salsa Dance I,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,121.0,"Fencing, Beginning",Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,123.0,AfroFit,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,125.0,Folk Dance,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,126.0,Hip-hop/House Street Dance Class,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,131.01,"Ice Hockey, Beginning",Winter 2020,PER,5/6c,Staff,[under construction]
PE,131.02,"Ice Hockey, Beginning",Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,133.0,"Ice Skating, Beginning",Winter 2020,PER,5a,Staff,[under construction]
PE,134.0,"Ice Skating, Intermediate",Winter 2020,PER,5a,Staff,[under construction]
PE,140.0,Introduction to Art & Science of Tai-Chi,Winter 2020,PER,4/5c,Ray Hayward,[under construction]
PE,142.0,Karate,Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,145.0,"Krav Maga, Beginning",Winter 2020,PER,1/2c,Staff,[under construction]
PE,148.0,Modern Dance I,Winter 2020,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,150.0,Contact Improvisation,Winter 2020,PER,4a,Jane  Shockley,[under construction]
PE,151.0,Modern Dance III,Winter 2020,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,152.0,"Lindy Hop, Beginning",Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,158.01,Rock Climbing,Winter 2020,PER,5a,"Staff', 'Amy  Erickson",[under construction]
PE,158.02,Rock Climbing,Winter 2020,PER,5/6c,"Staff', 'Amy  Erickson",[under construction]
PE,158.03,Rock Climbing,Winter 2020,PER,6a,"Amy  Erickson', 'Staff",[under construction]
PE,164.0,Physical Activity and Well Being: the Biopsychosocial Basis for Physical Activity,Winter 2020,PER,Unable to determine class period,Tom Journell,[under construction]
PE,167.01,Social Dance I,Winter 2020,PER,6a,Staff,[under construction]
PE,167.02,Social Dance I,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,168.0,Social Dance II,Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,171.0,Step Aerobics,Winter 2020,PER,Unable to determine class period,Russ Petricka,[under construction]
PE,172.0,"Swimming, Fitness",Winter 2020,PER,Unable to determine class period,Andy Clark,[under construction]
PE,173.0,"Swimming, Instructional",Winter 2020,PER,Unable to determine class period,Brooke M Plotz,[under construction]
PE,174.07,Sport and Globalization in London and Seville: Introductory Coaching Activity,Winter 2020,,Unable to determine class period,Bob Carlson,[under construction]
PE,175.0,"West Coast Swing, Beginning",Winter 2020,PER,Unable to determine class period,Staff,[under construction]
PE,178.0,Tae Kwon Do,Winter 2020,PER,Unable to determine class period,"Staff', 'Aaron J Chaput",[under construction]
PE,190.02,"Volleyball, Co-ed-Intermediate",Winter 2020,PER,4/5c,Jacki Smith,[under construction]
PE,194.0,"Weight Training, Beginning",Winter 2020,PER,Unable to determine class period,Robert  Barrett,[under construction]
PE,197.0,"Yoga, Beginning",Winter 2020,PER,Unable to determine class period,Kris Layman,[under construction]
PE,198.0,"Yoga, Continuing",Winter 2020,PER,Unable to determine class period,Kris Layman,[under construction]
PE,211.0,"Basketball Intercollegiate, Men",Winter 2020,,Unable to determine class period,Guy A Kalland,[under construction]
PE,212.0,"Basketball Intercollegiate, Women",Winter 2020,,Unable to determine class period,Tammy  Metcalf-Filzen,[under construction]
PE,214.0,Competitive Dance Club,Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,231.0,"Ice Hockey Club, Men",Winter 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,232.0,"Ice Hockey Club, Women",Winter 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,245.0,"Lacrosse Club, Women",Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,263.0,Nordic Ski Club,Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,265.0,Alpine Ski Club,Winter 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,272.0,"Swimming/Diving Intercollegiate, Men",Winter 2020,,Unable to determine class period,Andy Clark,[under construction]
PE,273.0,"Swimming/Diving Intercollegiate, Women",Winter 2020,,Unable to determine class period,Andy Clark,[under construction]
PE,286.0,"Track and Field/Indoor Intercollegiate, Men",Winter 2020,PER,Unable to determine class period,Dave Ricks,[under construction]
PE,287.0,"Track and Field/Indoor Intercollegiate, Women",Winter 2020,PER,Unable to determine class period,Donna  Ricks,[under construction]
PE,290.0,"Volleyball Club, Men",Winter 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,290.07,Sports and Globalization in London and Seville: Directed Reading and Volunteer Coaching Project,Winter 2020,,Unable to determine class period,Bob Carlson,[under construction]
PE,316.0,Principles of Athletic Training,Winter 2020,,2/3c,Chad W Alladin,[under construction]
PE,332.0,Foundations of Sport Psychology and Performance Mentality,Winter 2020,,2/3c,Jocelyn B Keller,[under construction]
PE,338.07,Sports and Globalization in London and Seville: Global Athletics,Winter 2020,,Unable to determine class period,Bob Carlson,[under construction]
PE,340.07,Sports and Globalization in London and Seville: Introductory Coaching Practicum,Winter 2020,,Unable to determine class period,Bob Carlson,[under construction]
PE,350.0,Methods: Principles and Philosophy of Coaching,Winter 2020,SOC,Unable to determine class period,Aaron D Rushing,[under construction]
PE,101.0,Aerobics,Spring 2020,PER,3a,Nancy  Stuckmayer,[under construction]
PE,102.0,"Aikido, Intermediate",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,103.0,"Aikido, Beginning",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,104.0,"Aikido, Advanced",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,105.0,Beginning Badminton/Pickleball,Spring 2020,PER,Unable to determine class period,Amy  Erickson,[under construction]
PE,107.0,Ballet I,Spring 2020,PER,2a,Jennifer  Bader,[under construction]
PE,108.0,Ballet II,Spring 2020,PER,3a,Jennifer  Bader,[under construction]
PE,109.0,Ballet III,Spring 2020,PER,4a,Jennifer  Bader,[under construction]
PE,114.0,Bollywood Dance,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,117.0,Contemporary Dance Forms III,Spring 2020,PER,5a,Jane  Shockley,[under construction]
PE,120.0,"Diving, Springboard",Spring 2020,PER,Unable to determine class period,,[under construction]
