Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
SOAN,330.0,Sociological Thought and Theory,Fall 2019,"SOC, WRC",2a,Annette M Nierobisz,"Many thinkers have contributed to the development of sociology as an intellectual discipline and mode of social inquiry; however, few have had the influence of Emile Durkheim, Karl Marx, and Max Weber. This course focuses on influential texts and ideas generated by these and other theorists from sociology’s “classical era,” how these texts and ideas are put to use by contemporary sociologists, and on more recent theoretical developments and critical perspectives that have influenced the field. "
SOAN,396.01,Advanced Sociological and Anthropological Writing,Fall 2019,"SOC, WRC",2/3c,Pamela  Feldman-Savelsberg,"This course explores different genres of writing and different audiences for writing in the social sciences, focusing particular attention on scholarly articles published in professional journals in sociology and anthropology. To that end, students both analyze sociological and anthropological articles regarding commonalities and differences in academic writing in our two sister disciplines. Students work on their own academic writing process (with the help of peer-review and instructor feedback). The writing itself is broken down into component elements on which students practice and revise their work."
SOAN,400.03,Integrative Exercise,Fall 2019,,Unable to determine class period,Annette M Nierobisz,
SOAN,400.04,Integrative Exercise,Fall 2019,,Unable to determine class period,Pamela  Feldman-Savelsberg,
SOAN,400.05,Integrative Exercise,Fall 2019,,Unable to determine class period,Liz Raleigh,
SOAN,400.06,Integrative Exercise,Fall 2019,,Unable to determine class period,Constanza Ocampo-Raeder,
SOAN,110.0,Introduction to Anthropology,Winter 2020,"SOC, INS",2/3c,Jerome M Levi,Sophomore Priority.
SOAN,111.0,Introduction to Sociology,Winter 2020,SOC,1a,Liz Raleigh,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world. "
SOAN,170.0,Investigating (In)Equality: Comparative Welfare States,Winter 2020,"SOC, IDS",4a,Emily A Bowman,"Is health care coverage a right of citizenship, or a commodity purchased in the marketplace?  Where does the responsibility of caring for children and the elderly lie?  Nations around the world answer these and similar policy questions quite differently, resulting in wide-ranging consequences. Sociologists use the phrase “welfare state” to refer to the role the government plays in protecting and promoting citizens’ well being. By comparing the U.S. welfare state with that of other countries, we will examine the socio-cultural mechanisms that shape equality/inequality and investigate the impact of the welfare state on both social institutions and people’s life chances."
SOAN,222.0,Anthropology of Humor,Winter 2020,SOC,5/6c,Jerome M Levi,"Laughter is found in all human societies, but we do not all laugh at the same things. In this course we will discuss why, cross-culturally, some things are funny and others are not, and what forms humor may take (jokes, riddles, teasing, banter, clowning). We will look at such topics as joking relationships, evolutionary aspects of laughter and smiling, sexual inequality in humor, ethnic humor, and humor in religion and language. Some prior exposure to anthropology is desirable but not required. The main prerequisite for the course is a serious sense of humor. Not open to students who have taken Sociology/Anthropology 122."
SOAN,262.0,Anthropology of Health and Illness,Winter 2020,"SOC, WRC, INS",4/5c,Pamela  Feldman-Savelsberg, The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above
SOAN,331.0,Anthropological Thought and Theory,Winter 2020,"SOC, INS, WRC",2/3c,Pamela  Feldman-Savelsberg, Sociology/Anthropology 110 or 111 or instructor permission
SOAN,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Jerome M Levi,
SOAN,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Constanza Ocampo-Raeder,
SOAN,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period,Pamela  Feldman-Savelsberg,
SOAN,400.04,Integrative Exercise,Winter 2020,,Unable to determine class period,Annette M Nierobisz,
SOAN,400.05,Integrative Exercise,Winter 2020,,Unable to determine class period,Liz Raleigh,
SOAN,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period,Emily A Bowman,
SOAN,110.0,Introduction to Anthropology,Spring 2020,"SOC, INS, WRC",2/3c,Constanza Ocampo-Raeder,Sophomore Priority.
SOAN,111.0,Introduction to Sociology,Spring 2020,SOC,2a,Emily A Bowman,"Sociology is an intellectual discipline, spanning the gap between the sciences and humanities while often (though not always) involving itself in public policy debates, social reform, and political activism. Sociologists study a startling variety of topics using qualitative and quantitative methods. Still, amidst all this diversity, sociology is centered on a set of core historical theorists (Marx/Weber/Durkheim) and research topics (race/class/gender inequality). We will explore these theoretical and empirical foundations by reading and discussing influential texts and select topics in the study of social inequality while relating them to our own experiences and understanding of the social world. "
SOAN,240.0,Methods of Social Research,Spring 2020,"SOC, QRE, WRC",3a,Liz Raleigh, Sociology/Anthropology 110 or 111; Sociology/Anthropology 239 or Mathematics 215
SOAN,256.0,Africa: Representation and Conflict,Spring 2020,"SOC, INS, WRC",4/5c,Pamela  Feldman-Savelsberg, The department strongly recommends that Sociology/Anthropology 110 or 111 be taken prior to enrolling in courses numbered 200 or above
SOAN,343.0,Advanced Ethnographic Workshop,Spring 2020,,Unable to determine class period,Constanza Ocampo-Raeder,"This advanced methods course is designed to have students think about the complexities of ethnographic fieldwork by showcasing a powerful and rigorous mode of inquiry that informs societal questions in unique ways. The main goals are to explore classic ethnographies with an eye towards methods and experience ethnographic research in its entirety: from exploratory observations, into the process of defining cultural hypotheses, to the coding of various kinds of qualitative and quantitative ethnographic evidence. Ethnographic methods explored include: participant observation, semi-structured interviewing techniques, cultural mapping, pile sorting activities, photo-essays, and network analysis. "
SOAN,395.0,Ethnography of Reproduction,Spring 2020,"SOC, WRC, INS",2/3c,Pamela  Feldman-Savelsberg, Sociology/Anthropology 110 or 111 and 226 or 262; or instructor permission
SOAN,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period,Jerome M Levi,
SOAN,400.04,Integrative Exercise,Spring 2020,,Unable to determine class period,Constanza Ocampo-Raeder,
SOAN,400.05,Integrative Exercise,Spring 2020,,Unable to determine class period,Pamela  Feldman-Savelsberg,
SOAN,400.06,Integrative Exercise,Spring 2020,,Unable to determine class period,Liz Raleigh,
SPAN,101.01,Elementary Spanish,Fall 2019,,1a,Claudia M Lange,
SPAN,101.02,Elementary Spanish,Fall 2019,,2a,William G Franklin,
SPAN,101.03,Elementary Spanish,Fall 2019,,3a,William G Franklin,
SPAN,101.04,Elementary Spanish,Fall 2019,,4a,Eva M Palma,
SPAN,101.05,Elementary Spanish,Fall 2019,,5a,Beatriz  Pariente-Beltrán,
SPAN,204.01,Intermediate Spanish,Fall 2019,,1a,Linda D Burdell,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.02,Intermediate Spanish,Fall 2019,,2a,Linda D Burdell,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.03,Intermediate Spanish,Fall 2019,,2a,Yansi Y Pérez,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.04,Intermediate Spanish,Fall 2019,,3a,Fernando I Contreras,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.05,Intermediate Spanish,Fall 2019,,4a,Fernando I Contreras,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.06,Intermediate Spanish,Fall 2019,,4a,Beatriz  Pariente-Beltrán,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.08,Intermediate Spanish,Fall 2019,,5a,Eva M Palma,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.09,Intermediate Spanish,Fall 2019,,5a,Silvia  López,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,204.1,Intermediate Spanish,Fall 2019,,3a,Yansi Y Pérez,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,205.01,Conversation and Composition,Fall 2019,"LAA, INS",5/6c,Jorge  Brioso, Spanish 204 or equivalent
SPAN,208.0,Coffee and News,Fall 2019,"LAA, INS",Unable to determine class period,Silvia  López, Spanish 204 or equivalent
SPAN,212.07,Navigating Madrid,Fall 2019,,Unable to determine class period,Humberto R Huergo,"This is an intense grammar/cultural workshop intended to help program participants navigate successfully through everyday situations such as ordering food at a restaurant, getting a haircut, describing your symptoms to a doctor, buying clothes or simply hanging out with your new Spanish friends. The course has two components—one strictly grammatical (“how do you say X exactly?”) and another cultural (“is it right to use the informal ', ' with a waiter?”)."
SPAN,229.07,Madrid Program: Current Issues in Spanish Politics,Fall 2019,,Unable to determine class period,Humberto R Huergo,"This course offers a fresh look of Spain's current political and economic life. Discussion topics include the rise of Podemos and the new Spanish political scene, the Catalan separatist movement, political corruption, illegal immigration, and the role of the European Union."
SPAN,277.0,The Poem as Artifact: Art and Work in Contemporary Spanish American Poetry,Fall 2019,LAA,2a,José  Cerna-Bazán, Spanish 204 or equivalent
SPAN,349.07,Madrid Program: Theory and Practice of Urban Life,Fall 2019,,Unable to determine class period,Humberto R Huergo,"More than a study of the image of Madrid in Spanish literature, this course examines the actual experience of living in a cosmopolitan city through a variety of disciplines, including Urban Studies, Geography, Architecture, Sociology, and Spanish poetry and fiction. Special attention will be given to imaginative walking and counter-tourist tactics as theorized by Phil Smith and the British psychogeographic movement."
SPAN,356.0,The Political and Cultural History of the Cuban Revolution,Fall 2019,"LAA, INS",4/5c,Jorge  Brioso,"In 2014 Obama and Castro simultaneously announced the end of an era: the Cold War. This announcement was a turning point for one of the most influential and symbolically important political movements in Latin America: The Cuban Revolution. We will study the political and historical background that sustained this revolution for over fifty years. We will read historical, political, philosophical, and cultural texts to understand this process and the fascination that it commanded around the world. We will also examine the different exoduses that this revolution provoked and the exile communities that Cubans constructed in different parts of the world."
SPAN,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,
SPAN,102.01,Elementary Spanish,Winter 2020,,1a,Linda D Burdell,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.02,Elementary Spanish,Winter 2020,,1a,Claudia M Lange,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.03,Elementary Spanish,Winter 2020,,2a,Linda D Burdell,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.04,Elementary Spanish,Winter 2020,,3a,Claudia M Lange,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.05,Elementary Spanish,Winter 2020,,4a,Fernando I Contreras,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.06,Elementary Spanish,Winter 2020,,4a,Silvia  López,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.08,Elementary Spanish,Winter 2020,,5a,Beatriz  Pariente-Beltrán,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,102.09,Elementary Spanish,Winter 2020,,5a,Fernando I Contreras,"This course introduces complex sentences and various tenses and short literary and cultural texts. Students practice all four skills (reading, writing, listening and speaking) in Spanish. Taught five days a week in Spanish."
SPAN,204.0,Intermediate Spanish,Winter 2020,,2a,José  Cerna-Bazán,"Through discussion of literary and cultural texts and films, as well as a review of grammar, this course aims to help students acquire greater skill and confidence in both oral and written expression. Taught three days a week in Spanish. "
SPAN,205.01,Conversation and Composition,Winter 2020,"LAA, INS",4/5c,Jorge  Brioso, Spanish 204 or equivalent
SPAN,208.0,Coffee and News,Winter 2020,"LAA, INS",Unable to determine class period,Silvia  López, Spanish 204 or equivalent
SPAN,242.0,Introduction to Latin American Literature,Winter 2020,"LAA, INS",5a,Silvia  López, Spanish 204 or proficiency
SPAN,328.0,The Contemporary Spanish Fictional Essay,Winter 2020,"LAA, INS",4/5c,Palmar M Álvarez-Blanco,"In this course we will study the various meanings of what has been labeled, aesthetically and sociologically, as the Post-Modernist age, or Late Modernity. We will also study the relationship between ""postmodernism,"" the late-capitalist era and what has been called the ""culture of contentment"" or ""culture of well-being."" In addition, we will attempt to understand the interactions that exist between consumer culture, market societies and dominant ideology. To develop this theme we will focus on Spain, but will also continually establish cross-cultural comparisons with other countries. This course addresses many different genres (e.g. fictional essays, documentaries, gag cartoons, graphic novels, comics). The course also features evening films and guest lectures."
SPAN,330.0,The Invention of the Modern Novel: Cervantes',Winter 2020,"LAA, INS",2/3c,Jorge  Brioso, Spanish 205 or above
SPAN,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,Staff,
SPAN,103.01,Intermediate Spanish,Spring 2020,,1a,Vera R Coleman, Spanish 102 or equivalent
SPAN,103.02,Intermediate Spanish,Spring 2020,,1a,Linda D Burdell, Spanish 102 or equivalent
SPAN,103.03,Intermediate Spanish,Spring 2020,,3a,Fernando I Contreras, Spanish 102 or equivalent
SPAN,103.04,Intermediate Spanish,Spring 2020,,2a,Linda D Burdell, Spanish 102 or equivalent
SPAN,103.05,Intermediate Spanish,Spring 2020,,4a,Fernando I Contreras, Spanish 102 or equivalent
SPAN,103.06,Intermediate Spanish,Spring 2020,,4a,Beatriz  Pariente-Beltrán, Spanish 102 or equivalent
SPAN,103.08,Intermediate Spanish,Spring 2020,,5a,Beatriz  Pariente-Beltrán, Spanish 102 or equivalent
SPAN,103.09,Intermediate Spanish,Spring 2020,,5a,Palmar M Álvarez-Blanco, Spanish 102 or equivalent
SPAN,205.01,Conversation and Composition,Spring 2020,"LAA, INS",3a,Humberto R Huergo, Spanish 204 or equivalent
SPAN,208.0,Coffee and News,Spring 2020,"LAA, INS",Unable to determine class period,Silvia  López, Spanish 204 or equivalent
SPAN,225.0,Exile in Literature and History,Spring 2020,"WRC, INS",2a,Humberto R Huergo,"“Exiles"" —claims Palestinian exile Edward Said— ""are always eccentrics who feel their difference as some sort of orphanhood while defending zealously their refusal to belong.” This course examines four different moments in the history of Spanish exile: the mass expulsion of Jews in 1492, that of ', ' (Moors converted to Christianity) in 1609, the Liberal exile in 1823, and the Republican exile at the end of the Spanish Civil War in 1939."
SPAN,244.0,Spain Today: Recent Changes through Narrative and Film,Spring 2020,"LAA, INS",3a,Palmar M Álvarez-Blanco,"Since the death of Franco in 1975, Spain has undergone huge political, socio-economic, and cultural transformations. Changes in the traditional roles of women, the legalization of gay marriage, the decline of the Catholic church, the increase of immigrants, Catalan and Basque nationalisms, and the integration of Spain in the European Union, have all challenged the definition of a national identity. Through contemporary narrative and film, this course will examine some of these changes and how they contribute to the creation of what we call Spain today."
SPAN,360.0,Race and Nation in Caribbean Literature,Spring 2020,"LAA, INS",4a,Yansi Y Pérez,"We will study the Caribbean as the space, par excellence, of imperial, racial and cultural intersections. With a special emphasis on literary production in the Spanish Caribbean, we will focus on the formation of hegemonic nationalist discourses that often silenced the region's great racial and cultural diversity. We will analyze symbolic and cultural constructions of power rationalized with complex racialized beliefs to sustain the social and political structures in these countries. We will read texts by José Martí, Juan Francisco Manzano, Lydia Cabrera, Nancy Morejón, Nicolás Guillén, and Derek Walcott among others."
SPAN,376.0,Mexico City: The City as Protagonist,Spring 2020,"LAA, INS",5a,Silvia  López,"This seminar will have Mexico City as protagonist, and will examine the construction of one of the largest urban centers of the world through fictional writing, cultural criticism, and visual/aural culture. We will critically engage the fictions of its past, the dystopias of its present, the assemblage of affects and images that give it continuity, but which also codify the ever-changing and contested view of its representation and meaning. From Carlos Fuentes to Sayak Valencia, in the company of Eisenstein and Cuarón, among others."
SPAN,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,Staff,
ARTS,110.01,Observational Drawing,Fall 2019,ARP,1a,David H Lefkowitz,"Sophomore Priority, Material fees apply, kit provided"
ARTS,110.02,Observational Drawing,Fall 2019,ARP,4a,Daniel P Bruggeman,"Sophomore Priority, Material fees apply, kit provided"
ARTS,110.03,Observational Drawing,Fall 2019,ARP,Unable to determine class period,Fred  Hagstrom,"Sophomore Priority, Material fees apply, kit provided"
ARTS,124.0,Praxis and Poetics in 3D Art and Design,Fall 2019,ARP,4/5c,Katayoun  Amjadi,"In this course students will combine the fundamentals of 3D design and thinking with conceptual frameworks that incorporate model-making and architectural forms. The course will be composed of different sections of study, each relating to various ways of thinking in 3D, and each grounded in the praxis of informed action within a cultural context. Students will simultaneously develop an understanding of the history, context and generative possibilities of creative 3D work, while also developing a personal voice."
ARTS,130.0,Beginning Ceramics,Fall 2019,ARP,1a,Juliane B Shibata,"This course is an introduction to wheel throwing and handbuilding as primary methods of construction for both functional and non-functional ceramic forms. An understanding of ceramic history and technical skills are achieved through studio practice, readings, and demonstrations. Emphasis is placed on the development of strong three-dimensional forms as well as the relationship of form to surface. Coursework includes a variety of firing techniques and development of surface design. "
ARTS,151.0,Metalsmithing,Fall 2019,ARP,Unable to determine class period,Danny Saathoff,"A basic course in metal design and fabrication of primarily jewelry forms and functional objects. Specific instruction will be given in developing the skills of forming, joining, and surface enrichment to achieve complex metal pieces. Students will learn to render two-dimensional drawings while exploring three-dimensional design concepts. The course examines how jewelry forms relate to the human body. Found materials will be used in addition to traditional metals including copper, brass, and silver."
ARTS,232.0,Ceramics: Handbuilding,Fall 2019,ARP,4a,Kelly A Connole,"This course is an introduction to handbuilding as a primary method to construct both functional and non-functional ceramic forms with a focus on experimentation. An understanding of aesthetic values and technical skills are achieved through studio practice, readings, and demonstrations. Basic glaze and clay calculations, kiln firing techniques, and basic throwing methods will be covered."
ARTS,240.0,Introduction to Film and Digital Photography,Fall 2019,ARP,4/5c,Ryan H Arthurs,"Learn the fine art of both black and white and color photography through the use of light sensitive silver and pigmented ink. Like the alchemist we will separate and join together the materials, concepts and technology of the past with today's digital image. As we transition between chemicals in the darkroom and Photoshop in the digital lab we will explore the creative and cultural nature of photography. Studio production will be promoted through field trips, readings and critiques. We encourage students to bring their own digital camera, however we do have some digital cameras to loan out. Film cameras will be provided."
ARTS,260.0,Painting,Fall 2019,ARP,4a,David H Lefkowitz,"The course serves as an introduction to the language of painting. Students develop a facility with the physical tools of painting--brushes, paint and surfaces--as they gain a fluency with the basic formal elements of the discipline--color, form, value, composition and space. Students are also challenged to consider the choices they make in determining the content and ideas expressed in the work, and how to most effectively convey them."
ARTS,274.0,Printmaking,Fall 2019,ARP,4/5c,Fred  Hagstrom,"Students will work in one of the four primary media of printmaking: intaglio, relief, lithography, or silkscreen. After students make their choice of which process they will use, demonstrations will be offered in each area. The goal includes building upon skills that were established in the pre-requisite drawing class. Each print media affords great potential in experimentation."
ARTS,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,Staff,
ARTS,110.01,Observational Drawing,Winter 2020,ARP,4a,Eleanor M Jensen,"Sophomore Priority, Material Fees apply"
ARTS,110.02,Observational Drawing,Winter 2020,ARP,Unable to determine class period,Fred  Hagstrom,"First Year Student Priority, Material Fees apply"
ARTS,114.07,European Architectural Studies Program: Introduction to Drawing Architecture,Winter 2020,,Unable to determine class period,Baird E Jarman,"Suitable for students of any skill level, this course teaches different drawing techniques both in a classroom setting and on location at various architectural sites. The course aims to hone observational and sketching skills and to develop greater awareness of formal characteristics in the built environment. Consideration of line, tone, shape, scale, surface, volume and other foundational concepts and technical skills will be emphasized. Drawing practice will be reinforced with sketching assignments throughout the trip at different locations and types of structures."
ARTS,122.0,Introduction to Sculpture,Winter 2020,ARP,Unable to determine class period,Stephen  Mohring,"Sophomore Priority, Material Fees apply"
ARTS,180.0,Bookbinding,Winter 2020,ARP,4/5c,Jana L Pullman,"This class will introduce the fundamentals of hand bookbinding with special emphasis on making journals and albums. We will learn several different binding methods using historical and non-traditional techniques and a variety of different materials, tools and adhesives. In addition we will cover basic box making. Boxes, like books, serve many purposes, one being to house and protect valuable and fragile objects. We will make slipcases and clamshell boxes to protect books and prints."
ARTS,210.0,Life Drawing,Winter 2020,ARP,4/5c,Daniel P Bruggeman," Studio Art 110, 113 or 211"
ARTS,238.0,Photography I,Winter 2020,ARP,4a,Ryan H Arthurs,"This course introduces the student to the operation of the 35mm camera, film processing and black and white printing techniques. Through lectures, demonstrations, readings, field trips and critiques we rigorously view and question the nature of photography. Assignments will cover a range of photographic genres. A personal investigation of these photographic experiences will result in a final portfolio of finished prints and accompanying field guide. Manual film cameras provided."
ARTS,260.0,Painting,Winter 2020,ARP,4/5c,Leslie E Barlow,"The course serves as an introduction to the language of painting. Students develop a facility with the physical tools of painting--brushes, paint and surfaces--as they gain a fluency with the basic formal elements of the discipline--color, form, value, composition and space. Students are also challenged to consider the choices they make in determining the content and ideas expressed in the work, and how to most effectively convey them."
ARTS,330.0,Advanced Ceramics,Winter 2020,ARP,4a,Kelly A Connole,"Designed to build on previous coursework in ceramics, this course focuses on sophisticated handbuilding and throwing techniques and advanced problem solving. Development of a personal voice is encouraged through open-ended assignments deepening exploration into the expressive nature of clay. Glaze calculations, kiln firing theory, and alternative firing techniques will broaden approaches to surface design. This course can be repeated for credit. "
ARTS,339.0,Advanced Photo: Digital Imaging,Winter 2020,ARP,4/5c,Ryan H Arthurs,"This course will explore the technical, aesthetic and critical issues of analog and digital media. The student will work with large format analog cameras, digital cameras, scanners, printers, some darkroom work and the Photoshop program. Through specific assignments, field trips and personal experimentation students will broaden their understanding of this media. Some digital cameras will be provided."
ARTS,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,Staff,
ARTS,113.0,Field Drawing,Spring 2020,ARP,4/5c,Eleanor M Jensen,"Sophomore priority, Class fees apply."
ARTS,122.0,Introduction to Sculpture,Spring 2020,ARP,Unable to determine class period,Stephen  Mohring,Sophomore Priority. Class fees apply.
ARTS,130.0,Beginning Ceramics,Spring 2020,ARP,4a,Juliane B Shibata,"This course is an introduction to wheel throwing and handbuilding as primary methods of construction for both functional and non-functional ceramic forms. An understanding of ceramic history and technical skills are achieved through studio practice, readings, and demonstrations. Emphasis is placed on the development of strong three-dimensional forms as well as the relationship of form to surface. Coursework includes a variety of firing techniques and development of surface design. "
ARTS,140.0,The Digital Landscape,Spring 2020,ARP,4/5c,Linda K Rossi,"Study nature aesthetics and examine your assumptions about the landscape photograph. Question the formal, moral and biological implications of your ""framed view-point,"" as you move your lens across the prairies, woods and farmer\'s fields of Northfield. Reflect on the ways in which nature has been visually represented in the classroom, creating a three-way intersection between art, science and technology. In particular, what are the effects of two-dimensional representation on our estrangement from nature itself? Demonstrations, readings, discussions and field trips will help the student create a final portfolio of digital prints and text. Digital cameras are provided."
ARTS,141.0,Experimental Photography,Spring 2020,ARP,4a,Linda K Rossi,Sophomore Priority Class fees apply.
ARTS,211.0,Topics in Art and the Environment: Drawing the Anthropocene,Spring 2020,ARP,4a,Daniel P Bruggeman,"Focused around studio projects emphasizing drawing media, this course explores the complexity and variety of representations of the natural world. Students will be introduced to artists and writers who address the impact of human activity on the environment from a range of historical and topical perspectives."
ARTS,230.0,Ceramics: Throwing,Spring 2020,ARP,1a,Kelly A Connole,"This course is focused on the creative possibilities of the pottery wheel as a means to create utilitarian objects. Students are challenged to explore conceptual ideas while maintaining a dedication to function. An understanding of aesthetic values and technical skills are achieved through studio practice, readings, and demonstrations. Basic glaze and clay calculations, high fire and wood kiln firing techniques, and a significant civic engagement component, known as the Empty Bowls Project, are included in the course."
ARTS,252.0,Metalsmithing: Casting and Color,Spring 2020,ARP,Unable to determine class period,Danny Saathoff," Studio Art 110, 113, 114, 122, 130, 150 or 151"
ARTS,298.0,Junior Studio Art Practicum,Spring 2020,,Unable to determine class period,Fred  Hagstrom,"Required for the studio major, and strongly recommended for the junior year, this seminar is for student artists considering lives as producers of visual culture. At the core of the course are activities that help build students’ identities as practicing artists. These include the selection and installation of artwork for the Junior Show, a presentation about their own artistic development, and studio projects in media determined by each student that serve as a bridge between media-specific studio art courses and the independent creative work they will undertake as Seniors in Comps. The course will also include reading and discussion about what it means to be an artist today, encounters with visiting artists and trips to exhibition venues in the Twin Cities."
ARTS,322.0,Sculpture 2: Form and Context,Spring 2020,ARP,4/5c,Stephen  Mohring,"In this seminar we will expand on our exploration of sculpture--further developing the studio based investigation of Studio Art 122 while adding interior and exterior site specific installation, robotics, and digital media, to the range of possibilities."
ARTS,360.0,Advanced Painting and Drawing,Spring 2020,ARP,4/5c,Leslie E Barlow," Studio Art 110 and 260 (for students focusing on painting) or two prior drawing or printmaking courses from Studio Art 110, 113, 114, 210, 212, and 274 (for students focusing on drawing)"
ARTS,374.0,Advanced Printmaking and Book Arts,Spring 2020,ARP,4/5c,Fred  Hagstrom, Studio Art 273 or 274
ARTS,398.0,Senior Studio Art Practicum,Spring 2020,,Unable to determine class period,Fred  Hagstrom,"Required for the studio major in the senior year, this seminar is designed to prepare emerging artists for continued studio practice. This class engages students in the process of presentation of artwork in a professional setting (the senior art exhibition) and in various other capacities. Students engage with visiting artists, readings, and exhibitions as they begin to develop their own independent paths towards studio work outside of the academic setting."
ARTS,400.0,Integrative Exercise,Spring 2020,,Unable to determine class period,,
THEA,110.0,Beginning Acting,Fall 2019,ARP,5a,Malinda Palani,Sophomore Priority
THEA,190.0,Carleton Players Production,Fall 2019,,4a,David E Wiles,Instructor Permission Required
THEA,195.0,Acting Shakespeare,Fall 2019,ARP,4/5c,David E Wiles,"Though widely read, Shakespeare's plays were written to be performed. This acting class, designed for students with no prior experience with Shakespeare, will explore approaches to performance with an emphasis on the use of the First Folio. Students will create performances using Shakespeare's approaches to rhetoric, imagery and structure while examining some of the plays' principle themes. Video and audio recordings will be used to develop a critical perspective on acting Shakespeare with an emphasis on the differing demands of live and recorded performance."
THEA,199.0,Theater Practicum,Fall 2019,,4/5c,David E Wiles,"This course is designed for students who have major responsibilities in Carleton Players productions as Stage Managers, Actors and Designers. Students enrolled in this class will have more responsibility and be expected to commit to more time than the students registered in Theater 190, including additional time for research, design and role preparation. Students in this course will get in-depth learning experiences in the processes most central to the discipline; the creation of performances. Students will waitlist for the course; enrollment in the course will be by instructor's permission depending on the responsibilities students have."
THEA,237.0,Scenic Design for the Performing Arts,Fall 2019,ARP,5/6c,Angelique  Powers,"This course will focus on the art and practice of creating scenic designs for the performing arts. It will introduce basic design techniques while exploring the collaborative process involved in bringing scenery from concept to the stage. The course will include individual and group projects utilizing collage, sketching, and model-making."
THEA,400.0,Integrative Exercise,Fall 2019,,Unable to determine class period,,
THEA,185.0,The Speaking Voice,Winter 2020,ARP,4a,David E Wiles,
THEA,190.0,Carleton Players Production,Winter 2020,,3a,Malinda Palani,Instructor Permission Required
THEA,199.0,Theater Practicum,Winter 2020,,4/5c,David E Wiles,"This course is designed for students who have major responsibilities in Carleton Players productions as Stage Managers, Actors and Designers. Students enrolled in this class will have more responsibility and be expected to commit to more time than the students registered in Theater 190, including additional time for research, design and role preparation. Students in this course will get in-depth learning experiences in the processes most central to the discipline; the creation of performances. Students will waitlist for the course; enrollment in the course will be by instructor's permission depending on the responsibilities students have."
THEA,238.0,Costume Design for Theater,Winter 2020,ARP,6a,Mary Ann Kelling,Extra Time Required
